id,post_pt_root_id,tag,post_pt_position,hks_0,hks_1,hks_2,hks_3,hks_4,hks_5,hks_6,hks_7,hks_8,hks_9,hks_10,hks_11,hks_12,hks_13,hks_14,hks_15,hks_16,hks_17,hks_18,hks_19,hks_20,hks_21,hks_22,hks_23,hks_24,hks_25,hks_26,hks_27,hks_28,hks_29,hks_30,hks_31
41214,864691135294152460,shaft,[180014 171920  22176],3.7966894092108044e-07,3.7154839950823155e-07,3.620265217752714e-07,3.5093947194136894e-07,3.3813774475237644e-07,3.2350313581420777e-07,3.0697052257983486e-07,2.885535950474272e-07,2.683720861306449e-07,2.466759273618285e-07,2.2385949893363193e-07,2.0045767587570014e-07,1.77116128897966e-07,1.5453280480862424e-07,1.333761116652993e-07,1.1419597873670868e-07,9.735149824867142e-08,8.297717684135918e-08,7.099686098575359e-08,6.117628116053903e-08,5.319338213040689e-08,4.670652427084021e-08,4.1408152599491133e-08,3.705542863582651e-08,3.347123146640019e-08,3.0519360454783086e-08,2.8073670651162714e-08,2.600372776289828e-08,2.4183357091811225e-08,2.250980980448825e-08,2.0916746140809824e-08,1.937361771306228e-08
4308,864691135294152460,shaft,[179676 177324  22426],4.495371196147547e-07,4.400919607780222e-07,4.2904638228151156e-07,4.162266268452495e-07,4.014818880708622e-07,3.847053088425898e-07,3.6586014401109323e-07,3.4500948792834243e-07,3.2234585908129884e-07,2.982142773204219e-07,2.7311992445186756e-07,2.4771039266881624e-07,2.2272481551956198e-07,1.9890953773094133e-07,1.76912236809676e-07,1.5717968695856427e-07,1.3989106252328447e-07,1.2495149573953027e-07,1.12049491837715e-07,1.0075734862909893e-07,9.064011891226877e-08,8.13414879688563e-08,7.26287146240089e-08,6.439552019726785e-08,5.663531958638533e-08,4.940188020541273e-08,4.2770225601389343e-08,3.6804677916860766e-08,3.153809638811034e-08,2.696394574707118e-08,2.303909061172439e-08,1.9693282878405516e-08
2288,864691135294152460,shaft,[179816 177516  22405],3.3792338102411157e-07,3.328097181615246e-07,3.267935944849013e-07,3.197596172827302e-07,3.115960919052947e-07,3.022039615667739e-07,2.91508507053048e-07,2.7947343812461584e-07,2.6611619659374344e-07,2.515222207081114e-07,2.3585482638034232e-07,2.193567490171525e-07,2.0233999708565416e-07,1.8516314268567176e-07,1.6819939325158666e-07,1.518031041563956e-07,1.362836921573718e-07,1.2189157684738474e-07,1.088121682613554e-07,9.71578954164309e-08,8.695239959022558e-08,7.811434852429371e-08,7.045872734575382e-08,6.372870434234284e-08,5.76528833332915e-08,5.200579571210711e-08,4.6647243612257836e-08,4.152861722450871e-08,3.667080850018356e-08,3.212865713688169e-08,2.7957778482486136e-08,2.4193466906564994e-08
76714,864691135294152460,shaft,[180858 178406  22323],3.869234290282895e-07,3.802804875372912e-07,3.7248428029255425e-07,3.633960530526568e-07,3.5288630120206787e-07,3.4084754799896105e-07,3.2721068380264177e-07,3.11964141190526e-07,2.9517399166962855e-07,2.7700152864312336e-07,2.5771340518249236e-07,2.3767864684737336e-07,2.1734786480329527e-07,1.9721358977344736e-07,1.7775664030487314e-07,1.593897810389322e-07,1.4241299347523463e-07,1.269915615660945e-07,1.1315985692592073e-07,1.0084543764960997e-07,8.990462416156535e-08,8.016149406249173e-08,7.144360052710373e-08,6.360882432200032e-08,5.655966702825473e-08,5.0243191305634435e-08,4.46369441033994e-08,3.9725669125180576e-08,3.54782616791578e-08,3.183424571009636e-08,2.8704273459024933e-08,2.59834657870762e-08
31161,864691135294152460,spine,[180760 161126  23161],1.1782585467276127e-06,1.1668635439735987e-06,1.1532224920119646e-06,1.13693763310059e-06,1.1175607185782193e-06,1.0945956681252084e-06,1.0675063087129806e-06,1.0357313115070827e-06,9.987088208573194e-07,9.55913472618435e-07,9.069083403396426e-07,8.514135520405175e-07,7.893915056120904e-07,7.211452805489634e-07,6.474214425156179e-07,5.695006059722229e-07,4.892493454259429e-07,4.0909777975801303e-07,3.319039402309268e-07,2.6067732278923306e-07,1.981679579836256e-07,1.4638475684298097e-07,1.0617252117994133e-07,7.701466480212481e-08,5.7191612063350794e-08,4.4290614859986786e-08,3.5879855837344576e-08,3.0052975424730225e-08,2.5630576906453592e-08,2.203311990497092e-08,1.902037250956884e-08,1.6483075082924013e-08
13500,864691135294152460,spine,[180704 170048  23125],1.4016345072365905e-06,1.3831841132769616e-06,1.3612700069772867e-06,1.3353526397430105e-06,1.3048552055717542e-06,1.269181714397588e-06,1.2277447521116578e-06,1.1800044848412302e-06,1.1255194774225952e-06,1.0640082122945094e-06,9.954179270072313e-07,9.199950134176972e-07,8.383495859389182e-07,7.515067650887122e-07,6.609386359785354e-07,5.685716014644607e-07,4.767599300178863e-07,3.8820508291700116e-07,3.057871327607104e-07,2.3227631567117216e-07,1.6993008089532776e-07,1.2005535302969143e-07,8.2690405971488e-08,5.6573163858380246e-08,3.9471080566012974e-08,2.877804572810846e-08,2.2135050788876137e-08,1.7818238285392688e-08,1.4790126752440797e-08,1.2514679315837174e-08,1.0727372103432712e-08,9.282338812850691e-09
15567,864691135294152460,shaft,[180848 169758  23144],2.851065852253252e-07,2.805795680222321e-07,2.7525477305497883e-07,2.6903057805216595e-07,2.6180872892174954e-07,2.5350218827046994e-07,2.440453506482221e-07,2.3340626262104386e-07,2.2159977027679344e-07,2.0869959055773136e-07,1.9484638191408072e-07,1.802484198086614e-07,1.651720893740548e-07,1.4992160960202832e-07,1.348110455806921e-07,1.201353476162545e-07,1.0614838883288062e-07,9.305278467856924e-08,8.09997033661927e-08,7.009161528027061e-08,6.038169766470699e-08,5.18698117968169e-08,4.4500700637369065e-08,3.817059411189139e-08,3.274441936698633e-08,2.8080440471767926e-08,2.4054630200277305e-08,2.0575262910153632e-08,1.7581465443769365e-08,1.5028283454184626e-08,1.2869692390344908e-08,1.1051098222217548e-08
11390,864691135294152460,spine,[180874 168578  23186],1.0982225772840288e-06,1.0914799685381846e-06,1.0834411305144372e-06,1.073887862749124e-06,1.0625770543462423e-06,1.049241878174376e-06,1.033594267434944e-06,1.015328583213648e-06,9.94126088752861e-07,9.696595874820565e-07,9.415976090846773e-07,9.096082347976597e-07,8.733644367558284e-07,8.325556911142174e-07,7.869136958083805e-07,7.36261079377319e-07,6.805882210232578e-07,6.201535210694819e-07,5.555895798578369e-07,4.879881881091504e-07,4.1893530903768735e-07,3.5047099593693633e-07,2.8495351070508764e-07,2.2481494103905067e-07,1.7221938482355447e-07,1.2868011413542048e-07,9.474363637598357e-08,6.987079713798864e-08,5.2602095097220414e-08,4.098086958555495e-08,3.3074408877230056e-08,2.7373104078667718e-08
11892,864691135294152460,shaft,[180364 169956  23032],4.1277523059391174e-07,4.062999880425978e-07,3.9870223558507604e-07,3.8984744026151257e-07,3.796101386918779e-07,3.678861912172454e-07,3.54608283652519e-07,3.397638219663846e-07,3.234131548920767e-07,3.0570455095352387e-07,2.868809556146902e-07,2.6727306368724953e-07,2.472747633849519e-07,2.2730142349328068e-07,2.0773844854168036e-07,1.888943808616671e-07,1.7097487748118093e-07,1.5408718946067837e-07,1.382707539894206e-07,1.2353673748292308e-07,1.0989761899490943e-07,9.737810194490022e-08,8.601078293534107e-08,7.582388602930712e-08,6.682441256216976e-08,5.897709947059781e-08,5.2183915560005254e-08,4.627698983776458e-08,4.103906188801929e-08,3.625220453155255e-08,3.1754646100241567e-08,2.7476000544552433e-08
41300,864691135294152460,spine,[180722 169632  22930],5.646940356141549e-07,5.602072227444999e-07,5.549781912136023e-07,5.48932590560652e-07,5.42008151284691e-07,5.341632355543223e-07,5.253862323280946e-07,5.157041446098403e-07,5.051876011308457e-07,4.93948476465059e-07,4.82125960188795e-07,4.6985824971568053e-07,4.572410184863911e-07,4.4428051296500723e-07,4.3085650782875405e-07,4.167136297549166e-07,4.0149320068642056e-07,3.8480077256545495e-07,3.662856889414009e-07,3.4570360818273036e-07,3.2294811862750447e-07,2.9806066166081664e-07,2.712375803964797e-07,2.4284382490396163e-07,2.1342831170913309e-07,1.8372769696060593e-07,1.546429481486924e-07,1.2717436634310584e-07,1.023080941323089e-07,8.086344905828572e-08,6.3333674866144e-08,4.9773872205601576e-08
41307,864691135294152460,spine,[180396 165578  23162],1.1693546061648505e-06,1.1538359655346559e-06,1.1354276382792867e-06,1.1136886404127228e-06,1.0881509600883212e-06,1.0583352956628087e-06,1.0237744569909895e-06,9.840453771071268e-07,9.388098561025436e-07,8.878629510367444e-07,8.311865520513205e-07,7.690045624730085e-07,7.018356329790426e-07,6.305394371931851e-07,5.56351664259564e-07,4.808987816751605e-07,4.0617472463738607e-07,3.3445160392805003e-07,2.68096269231873e-07,2.0928677051148527e-07,1.5966816016537757e-07,1.200364060051072e-07,9.016355544201555e-08,6.885640943555985e-08,5.426938839814797e-08,4.43833170774271e-08,3.746523335977179e-08,3.232054818458597e-08,2.827372338023907e-08,2.498093242436671e-08,2.2243033184628116e-08,1.9912218479628333e-08
4122,864691135294152460,shaft,[179902 173830  22461],3.143480116939114e-07,3.0760336424830104e-07,2.997116126792636e-07,2.905463511638328e-07,2.7999677503513024e-07,2.6798257930377823e-07,2.5447264453972096e-07,2.3950645336977494e-07,2.232156952950784e-07,2.0584161814034752e-07,1.8774182239549162e-07,1.6937931861244594e-07,1.5128816440966577e-07,1.340151410260513e-07,1.1804567829578031e-07,1.0373181753146123e-07,9.124475939579702e-08,8.056891960177577e-08,7.15386045155636e-08,6.390134013234374e-08,5.7384876276805544e-08,5.1749787799383173e-08,4.681749985797524e-08,4.2469337738699464e-08,3.8621400704253024e-08,3.519324796060603e-08,3.209213294771569e-08,2.922096167966311e-08,2.649950889392532e-08,2.388133280496866e-08,2.1356224866377037e-08,1.8940453131011855e-08
30181,864691135294152460,shaft,[186948 180474  21866],2.959019205373669e-07,2.903988027323905e-07,2.8395480345478316e-07,2.764631209452023e-07,2.6782756405302234e-07,2.5797365163038594e-07,2.468623968425908e-07,2.3450587355088716e-07,2.209825663598275e-07,2.06449193581174e-07,1.911445645520774e-07,1.753808336244948e-07,1.5951920312244288e-07,1.439313732759538e-07,1.2895429529380226e-07,1.1485146319570175e-07,1.017948217620718e-07,8.987408141520474e-08,7.912647925386531e-08,6.95679155906575e-08,6.120576015816976e-08,5.4027250459665654e-08,4.797637765797974e-08,4.294129276070657e-08,3.87650877785609e-08,3.527330737542845e-08,3.230039473967943e-08,2.970409987340353e-08,2.737078489220794e-08,2.5218266809876143e-08,2.319586052819304e-08,2.1278027998000648e-08
2289,864691135294152460,spine,[186896 178178  22823],6.78649264941259e-07,6.62246501661808e-07,6.429994541462128e-07,6.205733919447959e-07,5.946646217948251e-07,5.6503813623225e-07,5.315773806690625e-07,4.94345263889664e-07,4.536519981872946e-07,4.101199614723192e-07,3.6472887768391856e-07,3.1881785973763764e-07,2.740178569020183e-07,2.32094371629413e-07,1.9470168810152373e-07,1.6308741945365938e-07,1.3782956801677028e-07,1.1871186968579475e-07,1.0481524103209186e-07,9.481355695095706e-08,8.735215111888995e-08,8.134021044876424e-08,7.605505678082331e-08,7.108546836300098e-08,6.621800765427373e-08,6.13473734069714e-08,5.642990048339572e-08,5.146603264151493e-08,4.649533579274528e-08,4.1592754597593584e-08,3.685926556023185e-08,3.240485781672814e-08
11387,864691135294152460,shaft,[185278 172718  23727],3.4852182350937914e-07,3.4161411308838915e-07,3.335407314778927e-07,3.241765382183615e-07,3.1341319771582675e-07,3.0117393571676814e-07,2.874315341867911e-07,2.72228145464612e-07,2.556939811673105e-07,2.3806014864312836e-07,2.196594624324682e-07,2.0090902846524982e-07,1.822711444979095e-07,1.641954545956624e-07,1.470543724482771e-07,1.3109157921302315e-07,1.1640373452152082e-07,1.0296429119210485e-07,9.067917263011047e-08,7.944913492705761e-08,6.921381287814193e-08,5.996590059202722e-08,5.173832370928839e-08,4.457448310701378e-08,3.84933385591173e-08,3.346062201283039e-08,2.9375681206262398e-08,2.6080067771336575e-08,2.338687278036092e-08,2.1119181650246382e-08,1.9139924236009436e-08,1.7361640528529985e-08
31851,864691135294152460,spine,[188866 180600  21656],7.876393548467305e-07,7.828439615807896e-07,7.771166785966111e-07,7.702961801304148e-07,7.622007362047132e-07,7.526281880815124e-07,7.413567245784849e-07,7.281465165707459e-07,7.127421831187687e-07,6.948760523585168e-07,6.742723998676689e-07,6.506535040460476e-07,6.237495907504968e-07,5.933163648084137e-07,5.591650368375097e-07,5.212090875533689e-07,4.795280567404686e-07,4.344415031914916e-07,3.8657855285866864e-07,3.369237369230849e-07,2.8681915158846996e-07,2.379040418030396e-07,1.9197561503423305e-07,1.5076633936446007e-07,1.1566162454749321e-07,8.742419034936364e-08,6.602557423274726e-08,5.06776138277171e-08,4.0085217114915674e-08,3.282854011186098e-08,2.770400738589777e-08,2.3884689977963146e-08
86813,864691135257638831,shaft,[156464 110916  21651],3.172482926016979e-07,3.096723100868287e-07,3.0085752715946336e-07,2.906890471649912e-07,2.790786068106783e-07,2.6598232956499526e-07,2.5142146293813803e-07,2.3550383970318067e-07,2.184418943559827e-07,2.005610312099931e-07,1.8229085859543363e-07,1.641327151459299e-07,1.4660162328348969e-07,1.301499376322057e-07,1.1509142388184801e-07,1.0155242360069282e-07,8.947334793126505e-08,7.86654131421694e-08,6.890150950447313e-08,6.000291703323018e-08,5.188794681324207e-08,4.457072135841342e-08,3.8121920345506105e-08,3.261514763736745e-08,2.8080718848112336e-08,2.4479630786742303e-08,2.1701559392520375e-08,1.9583973273756095e-08,1.794396597111356e-08,1.6611264020509338e-08,1.5451723368330086e-08,1.4375781752850406e-08
88055,864691135257638831,shaft,[157668 104250  21121],3.940582236068484e-07,3.814130053651974e-07,3.667602872345694e-07,3.4994408145410527e-07,3.30867510176823e-07,3.095264138060071e-07,2.8604780349724113e-07,2.6072834248909805e-07,2.3406418914328062e-07,2.0675946032087432e-07,1.7969813798863705e-07,1.5386656954953587e-07,1.302244012346209e-07,1.0954236032964348e-07,9.225098016168794e-08,7.836081122136446e-08,6.750194699923003e-08,5.9079548880552686e-08,5.247486889367304e-08,4.7190630541223577e-08,4.2883058377462524e-08,3.9309178312926186e-08,3.626621657726246e-08,3.3572280096223175e-08,3.1081202120904256e-08,2.8699866689171476e-08,2.6389014749605835e-08,2.4149343901715882e-08,2.2003569024201083e-08,1.998168215993601e-08,1.8110317924436502e-08,1.6405007902153232e-08
86814,864691135257638831,shaft,[162266 108472  21516],2.770343960412301e-07,2.707386609317103e-07,2.6339008671911565e-07,2.5488081814162684e-07,2.4512130431304917e-07,2.3405492570675974e-07,2.2167588397807602e-07,2.080490168013289e-07,1.933286710867106e-07,1.777719025413744e-07,1.6173959647021515e-07,1.456786590213478e-07,1.300806419995304e-07,1.1541823378742579e-07,1.020706424696144e-07,9.025871531855824e-08,8.001435943876436e-08,7.120030910797435e-08,6.357567744614244e-08,5.688045145215255e-08,5.090367046708753e-08,4.551255450546852e-08,4.0643463234193626e-08,3.627241515150936e-08,3.238471490519239e-08,2.8955613414522602e-08,2.594505734946808e-08,2.3302994728418025e-08,2.0978558031605913e-08,1.8927006155859002e-08,1.711148560014134e-08,1.5500577001177354e-08
70710,864691135257638831,spine,[161822 104472  20964],3.4414539674689396e-07,3.4230977048442223e-07,3.4014300652991543e-07,3.375986464667528e-07,3.346287902866936e-07,3.3118592914983096e-07,3.272251574746017e-07,3.2270642526590896e-07,3.175961936052126e-07,3.1186753501650926e-07,3.054975254948173e-07,2.9846096883072794e-07,2.9072040045259323e-07,2.822141251226238e-07,2.7284643904911395e-07,2.624860190050464e-07,2.5097791266891307e-07,2.3817039680315177e-07,2.2395145109726565e-07,2.0828499692127655e-07,1.9123840560028002e-07,1.7299885403440428e-07,1.538804639087015e-07,1.343225657151424e-07,1.148748653040981e-07,9.616308716221342e-08,7.883042249098938e-08,6.345533358052565e-08,5.0455720010744e-08,4.0003066960299846e-08,3.1981841594784776e-08,2.6025512302694216e-08
88680,864691135257638831,shaft,[160926 101830  19653],2.7383532833858825e-07,2.685601223278146e-07,2.624047386565862e-07,2.5527904522404834e-07,2.471075369215501e-07,2.3784075915985758e-07,2.2746889856659986e-07,2.1603620213806423e-07,2.0365365418995873e-07,1.9050598536819188e-07,1.7684816082427401e-07,1.6298693531927327e-07,1.4924597106039224e-07,1.3591891045000545e-07,1.2322241155279533e-07,1.1126653413323372e-07,1.0005747735458814e-07,8.953477825134607e-08,7.962709954494275e-08,7.030060816434644e-08,6.158092310933055e-08,5.354713070912484e-08,4.630759202115666e-08,3.996599479381392e-08,3.458314842160744e-08,3.014440893564304e-08,2.654802298057646e-08,2.3624994735994044e-08,2.1185190742748013e-08,1.9067782107889626e-08,1.7170740126616902e-08,1.5448869613346516e-08
87891,864691135257638831,shaft,[160940 101816  19631],2.8100222429917485e-07,2.760458329498272e-07,2.7020411367644143e-07,2.633600482439162e-07,2.553990518805597e-07,2.4621808726507773e-07,2.3573814236643744e-07,2.2392011025451663e-07,2.1078335037454046e-07,1.9642501423411605e-07,1.810366311024553e-07,1.6491277497876032e-07,1.4844556449212938e-07,1.3209937232205391e-07,1.1636362259163441e-07,1.016884244013845e-07,8.841669129238228e-08,7.673340332707841e-08,6.665214895903846e-08,5.8047184329929976e-08,5.071886214613317e-08,4.446304967846349e-08,3.911486407729436e-08,3.455585787253274e-08,3.0696233475505494e-08,2.745192617436702e-08,2.4730079115066503e-08,2.242748443257739e-08,2.0440403046115874e-08,1.8679190020710643e-08,1.7078849780920482e-08,1.5600209366509222e-08
38296,864691135257638831,spine,[159466 108296  20097],2.9550562437560663e-07,2.927487320370752e-07,2.895695134867594e-07,2.85941927270696e-07,2.8185513279850387e-07,2.7732073527135226e-07,2.7238046818095277e-07,2.6711286161966566e-07,2.61636558210042e-07,2.561071616752997e-07,2.507043764496247e-07,2.456075036445453e-07,2.409608022201762e-07,2.368356705698805e-07,2.3320209332850417e-07,2.299232684442264e-07,2.2678058531845456e-07,2.2352146128991128e-07,2.1990844913801131e-07,2.1574703514815993e-07,2.108852019012382e-07,2.0519692312767864e-07,1.9856718965326408e-07,1.908872764550114e-07,1.8205936538047714e-07,1.7200731302717397e-07,1.60691967807735e-07,1.4813039290023062e-07,1.3441773586152266e-07,1.1974883026782784e-07,1.044343432424781e-07,8.890397061034988e-08
83237,864691135257638831,spine,[161962 115758  22617],7.082698576420323e-07,7.049922076949188e-07,7.010483434220424e-07,6.963108517372916e-07,6.906315015470466e-07,6.838394082549693e-07,6.757397731239256e-07,6.661136146589523e-07,6.547190501926406e-07,6.412948444116852e-07,6.255671058664642e-07,6.072601606465664e-07,5.861127252672622e-07,5.619004684008385e-07,5.344657710873827e-07,5.037547721340955e-07,4.698603597070762e-07,4.3306740218360254e-07,3.9389317665763524e-07,3.5311211030370943e-07,3.117507635253851e-07,2.7103838414363777e-07,2.3230280596974533e-07,1.9681310984380178e-07,1.655894337906116e-07,1.3922253670817183e-07,1.1776178200959767e-07,1.0072677403591422e-07,8.726332259278364e-08,7.640088069880967e-08,6.730642396058578e-08,5.9422109308857626e-08
85644,864691135257638831,shaft,[165706 123034  19857],3.9559327297295003e-07,3.87930622203763e-07,3.7894937924749187e-07,3.6849591081272164e-07,3.564294359336223e-07,3.4263701724289086e-07,3.270523460970081e-07,3.096772051987065e-07,2.9060304328532537e-07,2.7002834634962595e-07,2.4826596586810804e-07,2.257342518756982e-07,2.029280121288709e-07,1.8037085472941395e-07,1.585586107192467e-07,1.3791075693707518e-07,1.1874736087155751e-07,1.0129882737615653e-07,8.57373079989834e-08,7.220325459191288e-08,6.080119940092271e-08,5.155884334220418e-08,4.4372023893416954e-08,3.8975760373569224e-08,3.497267020676097e-08,3.1916198069579425e-08,2.9410255345862626e-08,2.717666762159537e-08,2.5065319589031048e-08,2.3019739536606757e-08,2.1032047356292565e-08,1.9112342348740196e-08
89322,864691135257638831,spine,[165586 100014  21618],2.639956032702275e-07,2.597297403180461e-07,2.54729917966271e-07,2.489099368429433e-07,2.421898548691412e-07,2.3450360288839797e-07,2.2580829122674344e-07,2.1609445631362815e-07,2.053957516579482e-07,1.9379579574018905e-07,1.8142940609705965e-07,1.6847583620892893e-07,1.5514346118812375e-07,1.416487022483822e-07,1.2819571492179534e-07,1.1496492609972457e-07,1.021151451613896e-07,8.97958169927509e-08,7.815838337087292e-08,6.735626834559264e-08,5.753282544344667e-08,4.88059855977018e-08,4.1257033334106016e-08,3.492223340882076e-08,2.9782808237294074e-08,2.575531727388482e-08,2.2691516725148996e-08,2.03947281204633e-08,1.865004623208533e-08,1.7257691826341126e-08,1.605855743944594e-08,1.4945896760611542e-08
37639,864691135257638831,spine,[165078 105246  20940],2.499028484364782e-07,2.471219251798369e-07,2.439079199075681e-07,2.4023105101148574e-07,2.3607599175948724e-07,2.3144934892363605e-07,2.2638792203550054e-07,2.209664545915482e-07,2.1530267628933446e-07,2.0955652840458966e-07,2.0392004583736467e-07,1.9859521265547784e-07,1.9376004680645908e-07,1.8952843430943857e-07,1.8591541374093564e-07,1.8282298477056317e-07,1.8005726719062445e-07,1.7737427232657616e-07,1.7453498577737822e-07,1.7134401000222003e-07,1.6765786222835257e-07,1.6337030101009117e-07,1.5839343573180091e-07,1.5264751825835268e-07,1.4606083867806006e-07,1.3857610477512103e-07,1.301606233885227e-07,1.208191599534717e-07,1.106085085915936e-07,9.965193277053353e-08,8.815022420189263e-08,7.638471317419432e-08
38692,864691135257638831,shaft,[165766 112498  21947],3.4524950012811864e-07,3.384609531533737e-07,3.3051997629974605e-07,3.2129991470351285e-07,3.10689462337297e-07,2.986071035410059e-07,2.850189669942613e-07,2.6995887336385513e-07,2.535478990126999e-07,2.3600901568527502e-07,2.176708278569451e-07,1.98954118858962e-07,1.8033716570040111e-07,1.623015744140279e-07,1.4526907657394128e-07,1.2954777481194576e-07,1.1530769454862156e-07,1.025953856310447e-07,9.137807775513088e-08,8.159123616416408e-08,7.316275637819584e-08,6.600469829180455e-08,5.998672484035982e-08,5.491800090573799e-08,5.055863737777373e-08,4.6661479137868086e-08,4.30232144767766e-08,3.9517046081225924e-08,3.609320399585132e-08,3.27553491117448e-08,2.9531962100731088e-08,2.6456642842864637e-08
735,864691135257638831,shaft,[164582 113338  21066],1.2380266139145397e-06,1.2111304428642961e-06,1.1794082276338318e-06,1.1422147795378727e-06,1.0989163663054598e-06,1.0489417045798774e-06,9.918531389655884e-07,9.274394020180361e-07,8.55827503279875e-07,7.776047347911085e-07,6.939323006453603e-07,6.066207037787279e-07,5.181269801057946e-07,4.3143129003243947e-07,3.497636709385224e-07,2.761881900692412e-07,2.131104402390835e-07,1.618377951690577e-07,1.223532604637792e-07,9.342103988427505e-08,7.301328539743523e-08,5.888846201012632e-08,4.907429319395175e-08,4.208984282817623e-08,3.692365711637883e-08,3.290818157217707e-08,2.960869299772973e-08,2.6754134317332882e-08,2.4189409279522226e-08,2.1835819500525218e-08,1.965984840743024e-08,1.7650633844816655e-08
80068,864691135257638831,soma,[169004 110922  21028],3.604585486281769e-07,3.51096999948743e-07,3.401712976232492e-07,3.275213246265103e-07,3.13013849167689e-07,2.9656388525999815e-07,2.781606955286009e-07,2.5789644544835785e-07,2.3599336863238405e-07,2.1282277801099808e-07,1.889071685331504e-07,1.6489647033989204e-07,1.4151307035664028e-07,1.1946870927576595e-07,9.936852334136951e-08,8.162816671792768e-08,6.643118479668271e-08,5.374043676563277e-08,4.335413389536993e-08,3.497891998991134e-08,2.8292456118750356e-08,2.2983421216680524e-08,1.877210057860412e-08,1.5419387296806636e-08,1.2729236667621117e-08,1.0546749423778276e-08,8.753438892365335e-09,7.261269592854312e-09,6.006643953521829e-09,4.944960881140649e-09,4.045791994241659e-09,3.2881687293046167e-09
81133,864691135257638831,shaft,[171334 108794  21279],3.709848634738003e-07,3.610485809443738e-07,3.494785749341556e-07,3.361192475305346e-07,3.208482898757365e-07,3.035998156470468e-07,2.843916981494861e-07,2.6335441632590166e-07,2.4075632553171684e-07,2.170176961622122e-07,1.9270419171337425e-07,1.6849146281359548e-07,1.450981625085012e-07,1.231955939498982e-07,1.0331555575067233e-07,8.578622928047424e-08,7.071982293431365e-08,5.805250076215377e-08,4.760930924363277e-08,3.9157204089377325e-08,3.2428789324038854e-08,2.7129608479217982e-08,2.2952283540077442e-08,1.960532651929464e-08,1.6845165562471556e-08,1.4495464734616267e-08,1.2446472531358137e-08,1.063859405092054e-08,9.040913996052777e-09,7.634149257902026e-09,6.401496651791046e-09,5.325845361999181e-09
80076,864691135257638831,shaft,[170012 111056  21305],3.81086288608232e-07,3.7038449935207546e-07,3.579387685185109e-07,3.435921783549065e-07,3.272291308061276e-07,3.0880253186533773e-07,2.8836606343699075e-07,2.6610841298151547e-07,2.4238332193079715e-07,2.1772582720696184e-07,1.928423138160937e-07,1.6856220326347721e-07,1.4574518687265294e-07,1.2515192955797347e-07,1.0730634924370901e-07,9.239531065952207e-08,8.025222562750819e-08,7.044303999837393e-08,6.242314696619707e-08,5.569331857310127e-08,4.988718105808212e-08,4.477308887102959e-08,4.0206418981617275e-08,3.608124483101981e-08,3.2305924832691045e-08,2.8800032693859695e-08,2.5500807600781493e-08,2.2370224223497908e-08,1.939790999311136e-08,1.659782688183654e-08,1.3999324635943144e-08,1.1635467845238731e-08
70724,864691135257638831,shaft,[170094 103774  22052],3.3143398140276664e-07,3.2186257917488354e-07,3.1076902644933354e-07,2.980325580231834e-07,2.8357514475741497e-07,2.6738574403937817e-07,2.495477299494244e-07,2.3026585067201386e-07,2.0988635385575658e-07,1.8890122482374592e-07,1.679262041026473e-07,1.4764458785252697e-07,1.2871703397523727e-07,1.1167211631296031e-07,9.680898253082118e-08,8.415193621180004e-08,7.348481425990641e-08,6.445776586597771e-08,5.6718207065314415e-08,5.0003592165617524e-08,4.4162807256353924e-08,3.912155400106477e-08,3.483217834036744e-08,3.123742123814896e-08,2.8255437013343926e-08,2.5781786979076755e-08,2.370158317876867e-08,2.190480274350839e-08,2.029890613335158e-08,1.8815284291365958e-08,1.740919761969858e-08,1.6055797315763103e-08
39321,864691135257638831,spine,[168742 105294  20443],4.880879613676313e-07,4.772990242538515e-07,4.647252327007937e-07,4.50190183425831e-07,4.3354973209369735e-07,4.1471537206309135e-07,3.936815742287392e-07,3.705541112217402e-07,3.4557395950321603e-07,3.1912891911814354e-07,2.917438571615926e-07,2.6404239002601346e-07,2.3667977734134894e-07,2.10258936646145e-07,1.8525473448787e-07,1.619769055538965e-07,1.4058916830302764e-07,1.2117138457371652e-07,1.0378190376416336e-07,8.847704188353896e-08,7.528137138590182e-08,6.414382403915127e-08,5.491957249481805e-08,4.7387074790826074e-08,4.128183660257973e-08,3.6327083458275696e-08,3.225572227954869e-08,2.8827972289538992e-08,2.5848285374760654e-08,2.3179057688907034e-08,2.074457008674846e-08,1.852071864925726e-08
86812,864691135257638831,shaft,[168284 111102  19545],2.7522616338518137e-07,2.7024525831299787e-07,2.643793161862977e-07,2.5751322107722587e-07,2.495350692840744e-07,2.4034534237048257e-07,2.2986928439911184e-07,2.180723960547474e-07,2.0497818061738277e-07,1.9068612132905349e-07,1.753864536608877e-07,1.5936700584810258e-07,1.4300694029303634e-07,1.2675356445245602e-07,1.1108211799274325e-07,9.644404939909608e-08,8.321443076328764e-08,7.165040553899754e-08,6.186823930493444e-08,5.383975169239587e-08,4.740604974837721e-08,4.2309383205873024e-08,3.82444856972773e-08,3.4920424367205955e-08,3.2110128007352466e-08,2.9666342428713407e-08,2.7503970971967507e-08,2.5569508451273163e-08,2.3818979816128864e-08,2.2210658372448063e-08,2.0706338988370326e-08,1.92740448895278e-08
